config_id,R_C_over_R_A,coupling_C,C_offset,projection_mode,projection_description,sigma_AC,sigma_BC,C_cell_count,C_cell_width,resolved_case_count,resolution_valid,clock_error,clock_valid,closure_valid,decomposition_valid,AB_dominant_valid,pair_sign_crossing,max_c_bias_ratio_to_f_AB,max_c_asymmetry_ratio_to_f_AB,f_ABC_common_mode_ratio,fit_valid_native,fit_valid_pair_tau_ABC,fit_valid_c_bias,fit_valid_c_asymmetry,fit_valid_common_mode_direct_control,alpha_native_AB_tau_ABC,alpha_pair_tau_ABC,alpha_pair_tau_AB,alpha_pair_tau_AC,alpha_pair_tau_BC,alpha_c_bias_tau_ABC,alpha_c_asymmetry_tau_ABC,alpha_common_mode_direct_control_tau_ABC,alpha_class_native_AB_tau_ABC,alpha_class_pair_tau_ABC,alpha_class_pair_tau_AB,alpha_class_pair_tau_AC,alpha_class_pair_tau_BC,alpha_class_c_bias_tau_ABC,alpha_class_c_asymmetry_tau_ABC,alpha_class_common_mode_direct_control_tau_ABC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,log_rmse_pair_tau_ABC,inverse_term_injected,inverse_square_term_injected
Rc1_eps0.1_off0_c_opposes_ab,1.0,0.1,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.5729577951308232,0.0,0.1,True,True,True,False,True,-0.9999999999999996,-1.4791367260753483,-2.1379632790125918,-1.4791367260753483,-1.4791367260753483,-4.344266132178635e-16,0.0,-1.0550994082048815,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.18079344490368607,False,False
Rc1_eps0.1_off0_c_assists_ab,1.0,0.1,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.5729577951308232,0.0,0.1,True,True,True,False,True,-0.9999999999999996,-0.8455654331775687,-1.5043919861148118,-0.8455654331775687,-0.8455654331775687,-4.344266132178635e-16,0.0,-0.7125811832274762,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,other,-0.6588265529372431,0.0,0.0,0.022220530303744747,False,False
Rc1_eps0.1_off0_a_opposes_b_assists,1.0,0.1,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.0,0.5729577951308232,0.1,True,True,False,True,True,-0.9999999999999996,-1.0550994082048815,-1.7139259611421247,-1.0550994082048815,-1.0550994082048815,0.0,-4.344266132178635e-16,-0.8455654331775687,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.0602249829573662,False,False
Rc1_eps0.1_off0_a_assists_b_opposes,1.0,0.1,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.0,0.5729577951308232,0.1,True,True,False,True,True,-0.9999999999999996,-1.0550994082048815,-1.7139259611421247,-1.0550994082048815,-1.0550994082048815,0.0,-4.344266132178635e-16,-0.8455654331775687,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.0602249829573662,False,False
Rc1_eps0.1_off0.08_c_opposes_ab,1.0,0.1,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.5729577951308232,0.04583662361046586,0.1,True,True,True,True,True,-0.9999999999999996,-1.4791367260753483,-2.1379632790125918,-1.4791367260753479,-1.4791367260753483,-4.344266132178635e-16,-4.344266132178635e-16,-1.0550994082048815,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,4.440892098500626e-16,0.0,0.18079344490368607,False,False
Rc1_eps0.1_off0.08_c_assists_ab,1.0,0.1,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.5729577951308232,0.04583662361046586,0.1,True,True,True,True,True,-0.9999999999999996,-0.8455654331775687,-1.5043919861148118,-0.8455654331775694,-0.8455654331775689,-4.344266132178635e-16,-4.344266132178635e-16,-0.7125811832274762,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,other,-0.6588265529372431,-6.661338147750939e-16,-2.220446049250313e-16,0.022220530303744747,False,False
Rc1_eps0.1_off0.08_a_opposes_b_assists,1.0,0.1,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.04583662361046586,0.5729577951308232,0.1,True,True,True,True,True,-0.9999999999999996,-1.0776399220342163,-1.7364664749714596,-1.0776399220342163,-1.0776399220342163,-4.344266132178635e-16,-4.344266132178635e-16,-0.8587312160817812,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.06525584167150837,False,False
Rc1_eps0.1_off0.08_a_assists_b_opposes,1.0,0.1,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.04583662361046586,0.5729577951308232,0.1,True,True,True,True,True,-0.9999999999999996,-1.0336966754955101,-1.692523228432754,-1.0336966754955104,-1.0336966754955101,-4.344266132178635e-16,-4.344266132178635e-16,-0.8328562380016925,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372439,-2.220446049250313e-16,0.0,0.0556043310537347,False,False
Rc2_eps0.005_off-0.08_c_opposes_ab,2.0,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.11459155902616465,0.009167324722093176,0.01,True,True,True,True,True,-1.0,-1.0663876222507498,-1.5818167147559126,-1.0663876222507498,-1.06638762225075,2.817745784343684e-16,2.817745784343684e-16,-1.0223663298601071,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051628,0.0,-2.220446049250313e-16,0.06798548333886166,False,False
Rc2_eps0.005_off-0.08_c_assists_ab,2.0,0.005,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.11459155902616465,0.009167324722093176,0.01,True,True,True,True,True,-1.0,-0.9831637744931951,-1.4985928669983575,-0.983163774493195,-0.9831637744931949,2.817745784343684e-16,2.817745784343684e-16,-0.9478751273067862,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,1.1102230246251565e-16,2.220446049250313e-16,0.046653798154173066,False,False
Rc2_eps0.005_off-0.08_a_opposes_b_assists,2.0,0.005,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.009167324722093176,0.11459155902616465,0.01,True,True,True,True,True,-1.0,-1.0190666649358093,-1.5344957574409719,-1.0190666649358098,-1.01906666493581,2.817745784343684e-16,2.817745784343684e-16,-0.9802067649432648,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051626,-4.440892098500626e-16,-6.661338147750939e-16,0.05462084950572829,False,False
Rc2_eps0.005_off-0.08_a_assists_b_opposes,2.0,0.005,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.009167324722093176,0.11459155902616465,0.01,True,True,True,True,True,-1.0,-1.0256966484855752,-1.5411257409907375,-1.0256966484855756,-1.025696648485575,2.817745784343684e-16,2.817745784343684e-16,-0.9861457116494473,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,-4.440892098500626e-16,2.220446049250313e-16,0.05631220169853691,False,False
Rc2_eps0.005_off0_c_opposes_ab,2.0,0.005,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.11459155902616465,0.0,0.01,True,True,True,False,True,-1.0,-1.0663876222507498,-1.5818167147559123,-1.0663876222507498,-1.0663876222507498,2.817745784343684e-16,0.0,-1.0223663298601071,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,0.06798548333886166,False,False
Rc2_eps0.005_off0_c_assists_ab,2.0,0.005,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.11459155902616465,0.0,0.01,True,True,True,False,True,-1.0,-0.9831637744931951,-1.4985928669983575,-0.9831637744931951,-0.9831637744931951,2.817745784343684e-16,0.0,-0.9478751273067862,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,0.046653798154173066,False,False
Rc2_eps0.005_off0_a_opposes_b_assists,2.0,0.005,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.0,0.11459155902616465,0.01,True,True,False,True,True,-1.0,-1.0223663298601071,-1.5377954223652694,-1.0223663298601071,-1.0223663298601071,0.0,2.817745784343684e-16,-0.9831637744931951,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,0.0554546454844608,False,False
Rc2_eps0.005_off0_a_assists_b_opposes,2.0,0.005,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.0,0.11459155902616465,0.01,True,True,False,True,True,-1.0,-1.0223663298601071,-1.5377954223652694,-1.0223663298601071,-1.0223663298601071,0.0,2.817745784343684e-16,-0.9831637744931951,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,0.0554546454844608,False,False
Rc2_eps0.005_off0.08_c_opposes_ab,2.0,0.005,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.11459155902616465,0.009167324722093176,0.01,True,True,True,True,True,-1.0,-1.0663876222507498,-1.5818167147559126,-1.06638762225075,-1.0663876222507498,2.817745784343684e-16,2.817745784343684e-16,-1.0223663298601071,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051628,-2.220446049250313e-16,0.0,0.06798548333886166,False,False
Rc2_eps0.005_off0.08_c_assists_ab,2.0,0.005,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.11459155902616465,0.009167324722093176,0.01,True,True,True,True,True,-1.0,-0.9831637744931951,-1.4985928669983575,-0.9831637744931949,-0.983163774493195,2.817745784343684e-16,2.817745784343684e-16,-0.9478751273067862,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,2.220446049250313e-16,1.1102230246251565e-16,0.046653798154173066,False,False
Rc2_eps0.005_off0.08_a_opposes_b_assists,2.0,0.005,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.009167324722093176,0.11459155902616465,0.01,True,True,True,True,True,-1.0,-1.0256966484855752,-1.5411257409907375,-1.025696648485575,-1.0256966484855756,2.817745784343684e-16,2.817745784343684e-16,-0.9861457116494473,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,2.220446049250313e-16,-4.440892098500626e-16,0.05631220169853691,False,False
Rc2_eps0.005_off0.08_a_assists_b_opposes,2.0,0.005,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,192,0.032724923474893676,5,True,0.03175,True,True,True,True,False,0.009167324722093176,0.11459155902616465,0.01,True,True,True,True,True,-1.0,-1.0190666649358093,-1.5344957574409719,-1.01906666493581,-1.0190666649358098,2.817745784343684e-16,2.817745784343684e-16,-0.9802067649432648,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051626,-6.661338147750939e-16,-4.440892098500626e-16,0.05462084950572829,False,False
Rc2_eps0.01_off-0.08_c_opposes_ab,2.0,0.01,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.2291831180523293,0.018334649444186352,0.02,True,True,True,True,True,-1.0,-1.1164963607459142,-1.6319254532510767,-1.1164963607459144,-1.1164963607459144,-2.817745784343684e-16,-1.6906474706062104e-15,-1.0223663298601071,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051626,-2.220446049250313e-16,-2.220446049250313e-16,0.08497587519085781,False,False
Rc2_eps0.01_off-0.08_c_assists_ab,2.0,0.01,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.2291831180523293,0.018334649444186352,0.02,True,True,True,True,True,-1.0,-0.9478751273067862,-1.4633042198119486,-0.9478751273067861,-0.9478751273067862,-2.817745784343684e-16,-1.6906474706062104e-15,-0.8865220447193073,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,1.1102230246251565e-16,0.0,0.04106829599189669,False,False
Rc2_eps0.01_off-0.08_a_opposes_b_assists,2.0,0.01,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.018334649444186352,0.2291831180523293,0.02,True,True,True,True,True,-1.0,-1.0157971252037474,-1.5312262177089098,-1.0157971252037479,-1.0157971252037474,-1.6906474706062104e-15,-2.817745784343684e-16,-0.9425449009396235,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,-4.440892098500626e-16,0.0,0.05381053081799258,False,False
Rc2_eps0.01_off-0.08_a_assists_b_opposes,2.0,0.01,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.018334649444186352,0.2291831180523293,0.02,True,True,True,True,True,-1.0,-1.0290581635948173,-1.5444872560999803,-1.0290581635948173,-1.0290581635948173,-1.6906474706062104e-15,-2.817745784343684e-16,-0.9532880923853079,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.515429092505163,0.0,0.0,0.05719380970264187,False,False
Rc2_eps0.01_off0_c_opposes_ab,2.0,0.01,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.2291831180523293,0.0,0.02,True,True,True,False,True,-1.0,-1.1164963607459142,-1.6319254532510767,-1.1164963607459142,-1.1164963607459142,-2.817745784343684e-16,0.0,-1.0223663298601071,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.5154290925051626,0.0,0.0,0.08497587519085781,False,False
Rc2_eps0.01_off0_c_assists_ab,2.0,0.01,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.2291831180523293,0.0,0.02,True,True,True,False,True,-1.0,-0.9478751273067862,-1.4633042198119486,-0.9478751273067862,-0.9478751273067862,-2.817745784343684e-16,0.0,-0.8865220447193073,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,0.04106829599189669,False,False
Rc2_eps0.01_off0_a_opposes_b_assists,2.0,0.01,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.0,0.2291831180523293,0.02,True,True,False,True,True,-1.0,-1.0223663298601071,-1.5377954223652694,-1.0223663298601071,-1.0223663298601071,0.0,-2.817745784343684e-16,-0.9478751273067862,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,0.055454645484460795,False,False
Rc2_eps0.01_off0_a_assists_b_opposes,2.0,0.01,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.0,0.2291831180523293,0.02,True,True,False,True,True,-1.0,-1.0223663298601071,-1.5377954223652694,-1.0223663298601071,-1.0223663298601071,0.0,-2.817745784343684e-16,-0.9478751273067862,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,0.055454645484460795,False,False
Rc2_eps0.01_off0.08_c_opposes_ab,2.0,0.01,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.2291831180523293,0.018334649444186352,0.02,True,True,True,True,True,-1.0,-1.1164963607459142,-1.6319254532510767,-1.1164963607459144,-1.1164963607459144,-2.817745784343684e-16,-1.6906474706062104e-15,-1.0223663298601071,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051626,-2.220446049250313e-16,-2.220446049250313e-16,0.08497587519085781,False,False
Rc2_eps0.01_off0.08_c_assists_ab,2.0,0.01,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.2291831180523293,0.018334649444186352,0.02,True,True,True,True,True,-1.0,-0.9478751273067862,-1.4633042198119486,-0.9478751273067862,-0.9478751273067861,-2.817745784343684e-16,-1.6906474706062104e-15,-0.8865220447193073,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,0.0,1.1102230246251565e-16,0.04106829599189669,False,False
Rc2_eps0.01_off0.08_a_opposes_b_assists,2.0,0.01,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.018334649444186352,0.2291831180523293,0.02,True,True,True,True,True,-1.0,-1.0290581635948173,-1.5444872560999803,-1.0290581635948173,-1.0290581635948173,-1.6906474706062104e-15,-2.817745784343684e-16,-0.9532880923853079,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.515429092505163,0.0,0.0,0.05719380970264187,False,False
Rc2_eps0.01_off0.08_a_assists_b_opposes,2.0,0.01,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,192,0.032724923474893676,5,True,0.03225,True,True,True,False,False,0.018334649444186352,0.2291831180523293,0.02,True,True,True,True,True,-1.0,-1.0157971252037474,-1.5312262177089098,-1.0157971252037474,-1.0157971252037479,-1.6906474706062104e-15,-2.817745784343684e-16,-0.9425449009396235,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,0.0,-4.440892098500626e-16,0.05381053081799258,False,False
Rc2_eps0.02_off-0.08_c_opposes_ab,2.0,0.02,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,192,0.032724923474893676,5,True,0.03325,True,True,True,False,False,0.4583662361046586,0.036669298888372705,0.04,True,True,True,True,True,-1.0000000000000002,-1.2434795909437906,-1.7589086834489531,-1.2434795909437908,-1.2434795909437903,-0.0,2.817745784343684e-16,-1.0223663298601071,proportional_like_alpha_minus1,other,other,other,other,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051626,-2.220446049250313e-16,2.220446049250313e-16,0.1381164199396775,False,False
Rc2_eps0.02_off-0.08_c_assists_ab,2.0,0.02,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,192,0.032724923474893676,5,True,0.03325,True,True,True,False,False,0.4583662361046586,0.036669298888372705,0.04,True,True,True,True,True,-1.0000000000000002,-0.8865220447193076,-1.4019511372244697,-0.8865220447193071,-0.8865220447193073,-0.0,2.817745784343684e-16,-0.789780204105986,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,other,-0.5154290925051621,5.551115123125783e-16,3.3306690738754696e-16,0.037373567779834554,False,False
Rc2_eps0.02_off-0.08_a_opposes_b_assists,2.0,0.02,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,192,0.032724923474893676,5,True,0.03325,True,True,True,False,False,0.036669298888372705,0.4583662361046586,0.04,True,True,True,True,True,-1.0000000000000002,-1.0093463756522838,-1.5247754681574466,-1.0093463756522845,-1.0093463756522838,2.817745784343684e-16,-0.0,-0.877653325170144,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051628,-6.661338147750939e-16,0.0,0.052259231770931225,False,False
Rc2_eps0.02_off-0.08_a_assists_b_opposes,2.0,0.02,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,192,0.032724923474893676,5,True,0.03325,True,True,True,False,False,0.036669298888372705,0.4583662361046586,0.04,True,True,True,True,True,-1.0000000000000002,-1.0358770289472319,-1.5513061214523947,-1.0358770289472323,-1.0358770289472323,2.817745784343684e-16,-0.0,-0.8956294883902198,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051628,-4.440892098500626e-16,-4.440892098500626e-16,0.05903039520129943,False,False
Rc2_eps0.02_off0_c_opposes_ab,2.0,0.02,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,192,0.032724923474893676,5,True,0.03325,True,True,True,False,False,0.4583662361046586,0.0,0.04,True,True,True,False,True,-1.0000000000000002,-1.2434795909437903,-1.7589086834489531,-1.2434795909437903,-1.2434795909437903,-0.0,0.0,-1.0223663298601071,proportional_like_alpha_minus1,other,other,other,other,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.5154290925051628,0.0,0.0,0.1381164199396775,False,False
Rc2_eps0.02_off0_c_assists_ab,2.0,0.02,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,192,0.032724923474893676,5,True,0.03325,True,True,True,False,False,0.4583662361046586,0.0,0.04,True,True,True,False,True,-1.0000000000000002,-0.8865220447193076,-1.4019511372244697,-0.8865220447193076,-0.8865220447193076,-0.0,0.0,-0.7897802041059864,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,other,-0.5154290925051621,0.0,0.0,0.0373735677798346,False,False
Rc2_eps0.02_off0_a_opposes_b_assists,2.0,0.02,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,192,0.032724923474893676,5,True,0.03325,True,True,True,False,False,0.0,0.4583662361046586,0.04,True,True,False,True,True,-1.0000000000000002,-1.0223663298601071,-1.5377954223652694,-1.0223663298601071,-1.0223663298601071,0.0,-0.0,-0.8865220447193076,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,0.0554546454844608,False,False
Rc2_eps0.02_off0_a_assists_b_opposes,2.0,0.02,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,192,0.032724923474893676,5,True,0.03325,True,True,True,False,False,0.0,0.4583662361046586,0.04,True,True,False,True,True,-1.0000000000000002,-1.0223663298601071,-1.5377954223652694,-1.0223663298601071,-1.0223663298601071,0.0,-0.0,-0.8865220447193076,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.5154290925051623,0.0,0.0,0.0554546454844608,False,False
